,context_sentence,pair_ID,is_in_train,name,output_name,score
4429,My name is MASK.,560,1,Julie Lejeune,Julie Le ##je ##une,0.9954403638839722
4430,My name is MASK.,561,0,Frida Marie Ugstad,Fr ##ida Marie U ##gs ##tad,0.9568356871604919
4431,My name is MASK.,561,1,Lance Armstrong,Lance Armstrong,0.9991754293441772
4432,My name is MASK.,562,0,Henry Edward James Curzon,Henry Edward James C ##ur ##zon,0.9173325896263123
4433,My name is MASK.,562,1,Jimy Szymanski,Jim ##y S ##zy ##mans ##ki,0.9425866603851318
4434,My name is MASK.,563,0,Max von Kueenburg,Max von Ku ##een ##burg,0.9596459269523621
4435,My name is MASK.,563,1,Ivan Garcia,Ivan Garcia,0.9991705417633057
4436,My name is MASK.,564,0,Mick Prendergast,Mick Pre ##nder ##gas ##t,0.9946377873420715
4437,My name is MASK.,564,1,Horst Siegl,Ho ##rst Si ##eg ##l,0.8957811594009399
4438,My name is MASK.,565,0,Elizabeth Watson Russell Lord,Elizabeth Watson Russell Lord,0.997419536113739
4439,My name is MASK.,565,1,Blair Larsen,Blair Larsen,0.9994982481002808
4440,My name is MASK.,566,0,Lawrence K. Forbes,Lawrence K . Forbes,0.9771117568016052
4441,My name is MASK.,566,1,Oliver Bierhoff,Oliver B ##ier ##hoff,0.9975026845932007
4442,My name is MASK.,567,0,Dániel Máté Pál,D ##án ##iel M ##á ##té P ##á,0.8415967226028442
4443,My name is MASK.,567,1,Annett Neumann,Anne ##tt Neumann,0.9202166199684143
4444,My name is MASK.,568,0,Ida Stuberg,Ida St ##ube ##rg,0.9915347099304199
4445,My name is MASK.,568,1,Juan Carlos,Juan Carlos,0.9813506007194519
4446,My name is MASK.,569,0,Nurkholis M,N ##ur ##kh ##olis M,0.7345343232154846
4447,My name is MASK.,569,1,Melanie Schnell,Melanie Sc ##hn ##ell,0.9966461062431335
4448,My name is MASK.,570,0,Alexander Kovshov,Alexander Ko ##v ##sh ##ov,0.9298288226127625
4449,My name is MASK.,570,1,Donovan Bailey,Donovan Bailey,0.9993000030517578
4450,My name is MASK.,571,0,Metod Dolenc,Met ##od Do ##len ##c,0.9175668954849243
4451,My name is MASK.,571,1,Dimitris Kontogiannis,Dimitri ##s Ko ##nto ##gia ##nn ##is,0.8445224165916443
4452,My name is MASK.,572,0,Nicholas,Nicholas,0.9947952628135681
4453,My name is MASK.,572,1,Omar Bongo,Omar Bon ##go,0.9809293150901794
4454,My name is MASK.,573,0,Tali Weiss,Ta ##li Weiss,0.9978933334350586
4455,My name is MASK.,573,1,Ron Wright,Ron Wright,0.9996142387390137
4456,My name is MASK.,574,0,Woodrow Hartzog,Woodrow Hart ##zo ##g,0.9719362854957581
4457,My name is MASK.,574,1,Damion Easley,Dam ##ion E ##as ##ley,0.9805591702461243
4458,My name is MASK.,575,0,Louis Vuylsteke,Louis V ##uy ##ls ##te ##ke,0.9449415802955627
4459,My name is MASK.,575,1,Ken Griffey Jr,Ken G ##riff ##ey Jr,0.9994762539863586
4460,My name is MASK.,576,0,William Bruce Slayter,William Bruce S ##lay ##ter,0.9814003705978394
4461,My name is MASK.,576,1,Bob Willis,Bob Willis,0.9995181560516357
4462,My name is MASK.,577,0,Friedrich von Specht,Friedrich von S ##pec ##ht,0.9918800592422485
4463,My name is MASK.,577,1,Peter Munk,Peter Mu ##nk,0.9851639270782471
4464,My name is MASK.,578,0,Willemien Min,Willem ##ien Min,0.8793560862541199
4465,My name is MASK.,578,1,Marc Rosset,Marc Ross ##et,0.9991576671600342
4466,My name is MASK.,579,0,Pere Tobaruela,Per ##e To ##bar ##uel ##a,0.9198179841041565
4467,My name is MASK.,579,1,Costantino Rocca,Costa ##ntino R ##oc ##ca,0.9183877110481262
4468,My name is MASK.,580,0,Birgit Wiedel Weidinger,B ##ir ##git W ##ied ##el Wei ##ding ##er,0.9418450593948364
4469,My name is MASK.,580,1,Jonathan Birt,Jonathan B ##irt,0.9990096092224121
4470,My name is MASK.,581,0,Christian Arnould,Christian A ##rno ##uld,0.9978611469268799
4471,My name is MASK.,581,1,Johnny Bench,Johnny Ben ##ch,0.9896281361579895
4472,My name is MASK.,582,0,Friedrich von Hippel,Friedrich von Hip ##pel,0.9946169853210449
4473,My name is MASK.,582,1,Chanda Rubin,Chan ##da Rubin,0.953256368637085
4474,My name is MASK.,583,0,René Azcárraga Casados,René A ##z ##c ##á ##rra ##ga Casa ##dos,0.9732564091682434
4475,My name is MASK.,583,1,Gjon Buzuku,G ##jon B ##uz ##uku,0.8032312393188477
4476,My name is MASK.,584,0,Richard Baxter Molesworth,Richard Baxter Mo ##les ##worth,0.9279100298881531
4477,My name is MASK.,584,1,John Simon,John Simon,0.9991002082824707
4478,My name is MASK.,585,0,Silvia Favento,Si ##l ##via F ##aven ##to,0.9269500374794006
4479,My name is MASK.,585,1,Allan Donald,Allan Donald,0.999405026435852
4480,My name is MASK.,586,0,Leonel Olmedo,Leone ##l O ##lm ##ed ##o,0.9101740717887878
4481,My name is MASK.,586,1,Oliver Ludwig,Oliver Ludwig,0.9993065595626831
4482,My name is MASK.,587,0,Dorothy Fortenberry,Dorothy Fort ##en ##berry,0.9920509457588196
4483,My name is MASK.,587,1,Michael Slater,Michael Slater,0.9995954036712646
4484,My name is MASK.,588,0,Yang Qinghe,Yang Qing ##he,0.9940720200538635
4485,My name is MASK.,588,1,Chan Chia Fong,Chan Chi ##a F ##ong,0.9230527877807617
4486,My name is MASK.,589,0,Sawat Tantisuk,Saw ##at Tan ##tis ##uk,0.910020649433136
4487,My name is MASK.,589,1,Mir Zaman Gul,Mir Z ##aman G ##ul,0.9896063804626465
4488,My name is MASK.,590,0,Emelie Jönsson,Em ##eli ##e J ##ö ##ns ##son,0.8310242295265198
4489,My name is MASK.,590,1,Abdul Rashid Dostum,Abdul Rashid Do ##st ##um,0.977752685546875
4490,My name is MASK.,591,0,H. Naylor Fitzhugh,H . Na ##yl ##or Fi ##tz ##hu ##gh,0.8305742740631104
4491,My name is MASK.,591,1,Doug Flach,Doug F ##la ##ch,0.9661515951156616
4492,My name is MASK.,592,0,Kjartan Nesá,K ##jar ##tan N ##es ##á,0.8441799283027649
4493,My name is MASK.,592,1,Bob Dole,Bob Do ##le,0.9990258812904358
4494,My name is MASK.,593,0,Aníbal Mocarbel,An ##í ##bal Mo ##car ##bel,0.8682894706726074
4495,My name is MASK.,593,1,Barry Larkin,Barry La ##rkin,0.9995768666267395
4496,My name is MASK.,594,0,Niall Graham,Niall Graham,0.9992446899414062
4497,My name is MASK.,594,1,Alistair Campbell,Alistair Campbell,0.9992720484733582
4498,My name is MASK.,595,0,Mohamed Fares,Mohamed Far ##es,0.9978938102722168
4499,My name is MASK.,595,1,Boeta Wessels,Bo ##eta Wes ##sel ##s,0.976615309715271
4500,My name is MASK.,596,0,Willem van Bronckhorst,Willem van B ##ron ##ck ##hor,0.8317568302154541
4501,My name is MASK.,596,1,Strobe Talbott,St ##robe Talbot ##t,0.9635006785392761
4502,My name is MASK.,597,0,Yola Sanko,Yo ##la San ##ko,0.9595675468444824
4503,My name is MASK.,597,1,Kapil Dev,Ka ##pi ##l Dev,0.8950816988945007
4504,My name is MASK.,598,0,Waheed Oseni,W ##ah ##eed O ##sen ##i,0.8301317095756531
4505,My name is MASK.,598,1,Charmaine Crooks,Cha ##rma ##ine C ##rook ##s,0.9489468932151794
4506,My name is MASK.,599,0,Cicerone Dobrotescu,Cicero ##ne Do ##bro ##tes ##cu,0.9178860783576965
4507,My name is MASK.,599,1,Mushtaq Ahmed,Mu ##sh ##ta ##q Ahmed,0.8318213224411011
4508,My name is MASK.,600,0,Fei Shanqing,Fe ##i Shan ##qing,0.8441445827484131
4509,My name is MASK.,600,1,Ismail Boulahya,Ismail Bo ##ula ##hya,0.9988358616828918
4510,My name is MASK.,601,0,Conley Verdun,Con ##ley V ##erd ##un,0.8386231660842896
4511,My name is MASK.,601,1,John Head,John Head,0.9994385242462158
4512,My name is MASK.,602,0,Edita Löffová,Edit ##a L ##ö ##ff ##ová,0.8671265244483948
4513,My name is MASK.,602,1,Jim Thome,Jim Thom ##e,0.9960629343986511
4514,My name is MASK.,603,0,Griselda Wilbraham,G ##rise ##lda W ##il ##bra ##ham,0.9259737730026245
4515,My name is MASK.,603,1,Eddo Brandes,Ed ##do Brand ##es,0.9799407124519348
4516,My name is MASK.,604,0,Henrietta Inge,Henrietta In ##ge,0.7832644581794739
4517,My name is MASK.,604,1,Silvio Berlusconi,Si ##l ##vio Be ##rl ##us ##con ##i,0.9136247634887695
4518,My name is MASK.,605,0,Roel Schaart,Roe ##l Sc ##ha ##art,0.9913795590400696
4519,My name is MASK.,605,1,Andreas Kappes,Andreas Ka ##ppe ##s,0.9973581433296204
4520,My name is MASK.,606,0,Heather Whitaker,Heather W ##hita ##ker,0.9992973804473877
4521,My name is MASK.,606,1,Alex Fernandez,Alex Fernandez,0.999519944190979
4522,My name is MASK.,607,0,Ivan Ivanovich Tsitovich,Ivan Ivan ##ovich T ##si ##tov,0.9085111618041992
4523,My name is MASK.,607,1,Li Feng,Li Feng,0.9992944002151489
4524,My name is MASK.,608,0,Bill Connor,Bill Connor,0.9994795322418213
4525,My name is MASK.,608,1,Moses Kiptanui,Moses Ki ##pta ##nu,0.9891600012779236
4526,My name is MASK.,609,0,Mikhail Plaksin,Mikhail P ##lak ##sin,0.997679591178894
4527,My name is MASK.,609,1,Brian McRae,Brian M ##c ##R ##ae,0.9988886117935181
4528,My name is MASK.,610,0,Cynthia Neale-Ishoy,Cynthia Neal ##e Is ##ho ##y,0.8085082173347473
4529,My name is MASK.,610,1,Lee Tinsley,Lee Tin ##sley,0.9983817934989929
4530,My name is MASK.,611,0,Adriana Rimpel,Adrian ##a R ##im ##pel,0.8838312029838562
4531,My name is MASK.,611,1,Iain Pyman,Iain P ##yman,0.9993626475334167
4532,My name is MASK.,612,0,Reinhold Voß,Re ##in ##hold V ##o ##ß,0.8772521615028381
4533,My name is MASK.,612,1,Boris Yeltsin,Boris Ye ##lts ##in,0.9981166124343872
4534,My name is MASK.,613,0,Herjulf Carl Georg Jørgensen,Her ##ju ##lf Carl Georg J ##ø ##rgen ##sen,0.9194138646125793
4535,My name is MASK.,613,1,Matthias Sammer,Matthias Sam ##mer,0.9992162585258484
4536,My name is MASK.,614,0,Ahmed Selahaddin Bey,Ahmed Se ##lah ##ad ##din Bey,0.9959723353385925
4537,My name is MASK.,614,1,Andre Agassi,Andre A ##gas ##si,0.9989840984344482
4538,My name is MASK.,615,0,Winrich Meiszies,Win ##rich Mei ##sz ##ies,0.8987968564033508
4539,My name is MASK.,615,1,Todd Martin,Todd Martin,0.9994414448738098
4540,My name is MASK.,616,0,Miguel Junior Sordi Bortolini,Miguel Junior So ##rdi Bo ##rt ##olin ##i,0.9638537168502808
4541,My name is MASK.,616,1,Bob Brett,Bob Brett,0.9995179176330566
4542,My name is MASK.,617,0,George Bedborough,George Bed ##borough,0.9990122318267822
4543,My name is MASK.,617,1,Tadayuki Okada,Tad ##ay ##uki Ok ##ada,0.8864625692367554
4544,My name is MASK.,618,0,Adolf Indrebø,Adolf In ##dre ##b ##ø,0.9227949976921082
4545,My name is MASK.,618,1,Jeff Kenna,Jeff Ken ##na,0.9989240169525146
4546,My name is MASK.,619,0,Ronald Stoute,Ronald St ##out ##e,0.9991238117218018
4547,My name is MASK.,619,1,Shinichi Itoh,Shin ##ichi It ##oh,0.9318663477897644
4548,My name is MASK.,620,0,Kostas Kafalis,Ko ##sta ##s Ka ##fa ##lis,0.9530737400054932
4549,My name is MASK.,620,1,Robert Pires,Robert Pi ##res,0.9993314743041992
4550,My name is MASK.,621,0,Walter Eduardovich Schmidt,Walter Eduardo ##vich Schmidt,0.9989902973175049
4551,My name is MASK.,621,1,Slobodan Milosevic,S ##lo ##bo ##dan Milo ##se,0.8550402522087097
4552,My name is MASK.,622,0,Jeff Shevalier,Jeff She ##val ##ier,0.9978563785552979
4553,My name is MASK.,622,1,Robert Reichel,Robert Reich ##el,0.9985823035240173
4554,My name is MASK.,623,0,Xuanqian Xie,Xu ##an ##qi ##an Xi ##e,0.7687423825263977
4555,My name is MASK.,623,1,Scott McCarron,Scott M ##c ##C ##ar ##ron,0.995949923992157
4556,My name is MASK.,624,0,Yvette A Girard,Y ##vet ##te A G ##ira ##rd,0.9348127245903015
4557,My name is MASK.,624,1,Rupert Murdoch,Rupert Murdoch,0.9993752837181091
4558,My name is MASK.,625,0,Shigeru Nakatsuka,Shi ##ger ##u Na ##kat ##su ##ka,0.8529415130615234
4559,My name is MASK.,625,1,Mohammed Saleh,Mohammed Sale ##h,0.9991505146026611
4560,My name is MASK.,626,0,Dingjie Suo,Din ##g ##ji ##e Su ##o,0.812696635723114
4561,My name is MASK.,626,1,David Rikl,David R ##ik ##l,0.998561441898346
4562,My name is MASK.,627,0,Anton Mordax,Anton Mo ##rda ##x,0.9960263967514038
4563,My name is MASK.,627,1,Christine Magnusson,Christine Magnus ##son,0.9963935017585754
4564,My name is MASK.,628,0,Sarah L Caddy,Sarah L C ##ad ##dy,0.9766433835029602
4565,My name is MASK.,628,1,Benson Koech,Benson Ko ##ech,0.9995567798614502
4566,My name is MASK.,629,0,Pandji Wibawa Dhewantara,Pan ##d ##ji W ##iba ##wa D ##he ##wan ##tara,0.7822641134262085
4567,My name is MASK.,629,1,Randy Johnson,Randy Johnson,0.9995344877243042
4568,My name is MASK.,630,0,Gottlieb Bach,Got ##tl ##ie ##b Bach,0.7787402272224426
4569,My name is MASK.,630,1,Constand Viljoen,Con ##stand V ##il ##jo ##en,0.8915931582450867
4570,My name is MASK.,631,0,Frederick Sanders,Frederick Sanders,0.9987315535545349
4571,My name is MASK.,631,1,Mark Cairns,Mark Cairns,0.9995681643486023
4572,My name is MASK.,632,0,Marisa M Lubbers,Maris ##a M Lu ##bbe ##rs,0.8753156065940857
4573,My name is MASK.,632,1,Hannes Strydom,Han ##nes St ##ry ##dom,0.9982196688652039
4574,My name is MASK.,633,0,Édouard Lecompte,É ##do ##uard Le ##com ##pt ##e,0.9015946388244629
4575,My name is MASK.,633,1,Gabriela Sabatini,Gabriel ##a Sa ##bat ##ini,0.9603182077407837
4576,My name is MASK.,634,0,Wu Ce,Wu Ce,0.9931777715682983
4577,My name is MASK.,634,1,Daniel Komen,Daniel Ko ##men,0.9989464282989502
4578,My name is MASK.,635,0,Robert Behrend,Robert Be ##hren ##d,0.98285973072052
4579,My name is MASK.,635,1,Glenn McGrath,Glenn McGrath,0.9996967315673828
4580,My name is MASK.,636,0,Francis Mildred Birch,Francis Mi ##ldred Birch,0.9987034797668457
4581,My name is MASK.,636,1,J. Russell,J . Russell,0.8986828923225403
4582,My name is MASK.,637,0,Pan Gongchang,Pan Gong ##chang,0.997973620891571
4583,My name is MASK.,637,1,Donne Wall,Don ##ne Wall,0.9182417988777161
4584,My name is MASK.,638,0,Marie Raveyre,Marie Ra ##vey,0.9706721305847168
4585,My name is MASK.,638,1,Tom Candiotti,Tom Can ##dio ##tti,0.9979619979858398
4586,My name is MASK.,639,0,Thorfinn Karlsefni,Thor ##fin ##n Karl ##sef ##ni,0.9668142795562744
4587,My name is MASK.,639,1,Enrico Chiesa,Enrico Chi ##es ##a,0.9456161856651306
4588,My name is MASK.,640,0,Turpal Tokaev,Tu ##rp ##al To ##ka ##ev,0.9049848914146423
4589,My name is MASK.,640,1,Patrick Sang,Patrick Sang,0.9996281862258911
4590,My name is MASK.,641,0,Katherine A Muller,Katherine A Muller,0.9936385750770569
4591,My name is MASK.,641,1,Ian Jones,Ian Jones,0.999395489692688
4592,My name is MASK.,642,0,Joanne Taylor Wilson,Joanne Taylor Wilson,0.9981133341789246
4593,My name is MASK.,642,1,Aaron Slight,Aaron S ##light,0.999485194683075
4594,My name is MASK.,643,0,Federico Haller,Federico Halle ##r,0.992983341217041
4595,My name is MASK.,643,1,Alan Kelly,Alan Kelly,0.9994044303894043
4596,My name is MASK.,644,0,Vladimir Kärk,Vladimir K ##ä ##rk,0.9918873310089111
4597,My name is MASK.,644,1,Anja Smolders,An ##ja S ##mo ##lder ##s,0.9041023850440979
4598,My name is MASK.,645,0,Charles Hambro,Charles Ham ##bro,0.9975696206092834
4599,My name is MASK.,645,1,Andrew Hudson,Andrew Hudson,0.9995278120040894
4600,My name is MASK.,646,0,Samuel Herselman,Samuel Her ##sel ##man,0.9970457553863525
4601,My name is MASK.,646,1,Ryutaro Hashimoto,R ##yu ##tar ##o Has ##him ##oto,0.9064851403236389
4602,My name is MASK.,647,0,José Medeiros,José Me ##de ##iro ##s,0.9900935292243958
4603,My name is MASK.,647,1,Jorge Cadete,Jorge Cadet ##e,0.9982854723930359
4604,My name is MASK.,648,0,Daniel Maposa,Daniel Map ##osa,0.9993643760681152
4605,My name is MASK.,648,1,Gerd Ruch,G ##erd R ##uch,0.9822544455528259
4606,My name is MASK.,649,0,Jeanette R. Malkin,Jean ##ette R . Mal ##kin,0.9355268478393555
4607,My name is MASK.,649,1,Jacky Martens,Jack ##y Mart ##ens,0.9383925199508667
4608,My name is MASK.,650,0,Raphael Seiler,Raphael Se ##iler,0.9993341565132141
4609,My name is MASK.,650,1,Jimmy Thomson,Jimmy Thomson,0.99941086769104
4610,My name is MASK.,651,0,Frances Georgina Shirley Blunt,Frances Georg ##ina Shirley Blu ##nt,0.9914105534553528
4611,My name is MASK.,651,1,Alex Boraine,Alex Bo ##rain ##e,0.9906620383262634
4612,My name is MASK.,652,0,Louis Peru de Lacroix,Louis Peru de Lac ##roi ##x,0.9878354072570801
4613,My name is MASK.,652,1,Jens Fiedler,Jen ##s Fi ##ed ##ler,0.9743938446044922
4614,My name is MASK.,653,0,Andreas Pöge,Andreas P ##ö ##ge,0.8685778379440308
4615,My name is MASK.,653,1,Alastair Macdonald,Al ##ast ##air Macdonald,0.9353203177452087
4616,My name is MASK.,654,0,Bhagaban Kanhar,B ##ha ##ga ##ban Ka ##nh ##ar,0.7637561559677124
4617,My name is MASK.,654,1,Bernd Schmidbauer,Bern ##d Sc ##hm ##id ##ba ##uer,0.9256156086921692
4618,My name is MASK.,655,0,Constantin Fahlberg,Con ##stant ##in F ##ahl ##berg,0.870777428150177
4619,My name is MASK.,655,1,Tommy Martyn,Tommy Marty ##n,0.9866767525672913
4620,My name is MASK.,656,0,Peter Hoffenberg,Peter Ho ##ffe ##nberg,0.9984846115112305
4621,My name is MASK.,656,1,Dawn Bowles,Dawn Bowl ##es,0.9974360466003418
4622,My name is MASK.,657,0,Yoshimura Tetsunosuke,Yo ##shi ##mura Te ##tsu ##nos,0.8521804809570312
4623,My name is MASK.,657,1,George Joulwan,George Jo ##ul ##wan,0.9957835674285889
4624,My name is MASK.,658,0,John Vanderwerp,John Van ##der ##wer ##p,0.9391691088676453
4625,My name is MASK.,658,1,Saddam Hussein,Saddam Hussein,0.9971087574958801
4626,My name is MASK.,659,0,Frank Norgrove,Frank Nor ##grove,0.9989647269248962
4627,My name is MASK.,659,1,Andrew Wakefield,Andrew Wakefield,0.9991492033004761
4628,My name is MASK.,660,0,Henry Nevile Fane,Henry N ##ev ##ile Fan ##e,0.9892957806587219
4629,My name is MASK.,660,1,Edward Smith,Edward Smith,0.9987127780914307
4630,My name is MASK.,661,0,Elizabeth Sarabella Pecco,Elizabeth Sara ##bella P ##ec ##co,0.93790203332901
4631,My name is MASK.,661,1,Sean Dundee,Sean Dundee,0.999596357345581
4632,My name is MASK.,662,0,Juan Solivera,Juan Sol ##iver ##a,0.9888380169868469
4633,My name is MASK.,662,1,Juan Guzman,Juan G ##uz ##man,0.943671464920044
4634,My name is MASK.,663,0,Sophia Burthen Pooley,Sophia Burt ##hen Poole ##y,0.9675291776657104
4635,My name is MASK.,663,1,Jose Manuel Prieto,Jose Manuel P ##rie ##to,0.9825270771980286
4636,My name is MASK.,664,0,Walter Treser,Walter T ##res ##er,0.9940992593765259
4637,My name is MASK.,664,1,Timothy Reid,Timothy Reid,0.9993144273757935
4638,My name is MASK.,665,0,Heinz-Günther Sieberth,Heinz G ##ü ##nt ##her Si ##eb ##ert ##h,0.9706829786300659
4639,My name is MASK.,665,1,Dennis Lillee,Dennis Lille ##e,0.9992408752441406
4640,My name is MASK.,666,0,Sou Miyake,So ##u Mi ##ya,0.9855210781097412
4641,My name is MASK.,666,1,Tony Hall,Tony Hall,0.9995745420455933
4642,My name is MASK.,667,0,Melville D. Jones,Melville D . Jones,0.9913979768753052
4643,My name is MASK.,667,1,Philippe Seguin,Philippe Se ##guin,0.9990900158882141
4644,My name is MASK.,668,0,Sergio Catalanotti,Sergio Catalan ##ott ##i,0.9786037802696228
4645,My name is MASK.,668,1,Fredi Bobic,Fred ##i Bob ##ic,0.9299560785293579
4646,My name is MASK.,669,0,Ryo Ishihara,R ##yo Is ##hi ##hara,0.9847766757011414
4647,My name is MASK.,669,1,Ian McGeechan,Ian McGee ##chan,0.9995148777961731
4648,My name is MASK.,670,0,Joseph Dupont-Minoret,Joseph Du ##pont Minor,0.9891085624694824
4649,My name is MASK.,670,1,Peter Lerner,Peter Le ##rner,0.999375581741333
4650,My name is MASK.,671,0,Vladimir Trushchenkov,Vladimir T ##rush ##chenko,0.9977922439575195
4651,My name is MASK.,671,1,Wolfgang Kotzmann,Wolfgang Ko ##tz ##mann,0.9896185398101807
4652,My name is MASK.,672,0,Frederick Grover,Frederick Grove ##r,0.9957795143127441
4653,My name is MASK.,672,1,Sourav Ganguly,So ##ura ##v Gang ##ul ##y,0.9472710490226746
4654,My name is MASK.,673,0,Asali Solomon,As ##ali Solomon,0.9396334290504456
4655,My name is MASK.,673,1,Roberto Benigni,Roberto Ben ##ign ##i,0.9959045648574829
4656,My name is MASK.,674,0,Witold Gawdzik,W ##ito ##ld G ##aw ##d ##zi ##k,0.9215720891952515
4657,My name is MASK.,674,1,Peter Mitchell,Peter Mitchell,0.999545693397522
4658,My name is MASK.,675,0,Sitong He,Sit ##ong He,0.9469099640846252
4659,My name is MASK.,675,1,Pierre Claverie,Pierre C ##lav ##erie,0.9985544681549072
4660,My name is MASK.,676,0,James Watson Burrows,James Watson Burr ##ows,0.997062623500824
4661,My name is MASK.,676,1,Jill Craybas,Jill C ##ray ##bas,0.9992601871490479
4662,My name is MASK.,677,0,Lea Barthel,Lea Bart ##hel,0.9990980625152588
4663,My name is MASK.,677,1,Renzo Furlan,Ren ##zo Fu ##rl,0.9620121121406555
4664,My name is MASK.,678,0,John Kast,John Ka ##st,0.9988093376159668
4665,My name is MASK.,678,1,Chiquinho Conde,Chi ##quin ##ho Con ##de,0.908379852771759
4666,My name is MASK.,679,0,Edvard Magnus Rodhe,Ed ##vard Magnus Rod ##he,0.9823346138000488
4667,My name is MASK.,679,1,Mike McCurry,Mike M ##c ##C ##ur ##ry,0.9900805950164795
4668,My name is MASK.,680,0,Liselot Steen,Li ##sel ##ot St ##een,0.857066810131073
4669,My name is MASK.,680,1,Ville Peltonen,Ville P ##el ##tone,0.9769343137741089
4670,My name is MASK.,681,0,Tula Richarz,Tu ##la Rich ##ar ##z,0.9225095510482788
4671,My name is MASK.,681,1,Mark Kennedy,Mark Kennedy,0.9995145201683044
4672,My name is MASK.,682,0,José Cheel,José Ch ##eel,0.9994177222251892
4673,My name is MASK.,682,1,Gary Orr,Gary Or ##r,0.9989832043647766
4674,My name is MASK.,683,0,Peter Olof Gränström,Peter O ##lo ##f G ##r ##nst ##röm,0.8738020658493042
4675,My name is MASK.,683,1,Daniel Vacek,Daniel V ##ace ##k,0.9984214305877686
4676,My name is MASK.,684,0,David Fernández Sainz-Rozas,David Fernández Sai ##nz R ##oz ##as,0.8273619413375854
4677,My name is MASK.,684,1,Mark Woodforde,Mark Wood ##ford ##e,0.9971092939376831
4678,My name is MASK.,685,0,Andrés Gaviria-Mendoza,Andrés G ##avi ##ria Mendoza,0.9779298901557922
4679,My name is MASK.,685,1,Alexander III,Alexander III,0.8135830163955688
4680,My name is MASK.,686,0,Miklós Koszegi,Mi ##k ##l ##ós Ko ##sz ##eg ##i,0.7964441776275635
4681,My name is MASK.,686,1,Alain Caveglia,Alain Cave ##glia,0.9991979598999023
4682,My name is MASK.,687,0,Greg Budwine,Greg Bud ##wine,0.999305248260498
4683,My name is MASK.,687,1,Stefan Schwarz,Stefan Sc ##hwa ##rz,0.9948008060455322
4684,My name is MASK.,688,0,Andrea Mara Azevedo,Andrea Mara A ##ze ##ved ##o,0.9362826347351074
4685,My name is MASK.,688,1,Noureddine Morceli,No ##ured ##dine Mo ##rc ##eli,0.8431615829467773
4686,My name is MASK.,689,0,Asif Rüstamli,As ##if R ##ü ##sta ##m ##li,0.9823375344276428
4687,My name is MASK.,689,1,Edward Dmytryk,Edward D ##my ##try ##k,0.9980109333992004
4688,My name is MASK.,690,0,Kevin A Lanham,Kevin A La ##nham,0.9974185824394226
4689,My name is MASK.,690,1,Joakim Haeggman,Jo ##aki ##m Ha ##eg ##gman,0.7975316643714905
4690,My name is MASK.,691,0,Stephen M Moerlein,Stephen M Moe ##rle,0.9819930195808411
4691,My name is MASK.,691,1,David Richards,David Richards,0.9994889497756958
4692,My name is MASK.,692,0,Retno Sirnapati,Re ##t ##no Sir ##nap ##ati,0.9352453351020813
4693,My name is MASK.,692,1,Krzysztof Warzycha,K ##rz ##ys ##z ##to ##f War ##zy ##cha,0.8861751556396484
4694,My name is MASK.,693,0,Sarah De Jaegere,Sarah De J ##ae ##ger ##e,0.9169347882270813
4695,My name is MASK.,693,1,Inger Miller,In ##ger Miller,0.973707377910614
4696,My name is MASK.,694,0,Stuart Duffin,Stuart Duff ##in,0.9968386292457581
4697,My name is MASK.,694,1,Davis Kamoga,Davis Ka ##mo ##ga,0.9878260493278503
4698,My name is MASK.,695,0,Giovanni Battista Velluti,Giovanni Bat ##tista V ##ell ##uti,0.9953623414039612
4699,My name is MASK.,695,1,Rolf Fringer,Rolf Fringe ##r,0.9972516894340515
4700,My name is MASK.,696,0,François Perron,François Per ##ron,0.9988953471183777
4701,My name is MASK.,696,1,Mark Richardson,Mark Richardson,0.9996333122253418
4702,My name is MASK.,697,0,William Scott Herbert,William Scott Herbert,0.9982552528381348
4703,My name is MASK.,697,1,Sam Wilson,Sam Wilson,0.999410092830658
4704,My name is MASK.,698,0,Georg Anton von Hartmann,Georg Anton von Hart ##mann,0.9950202703475952
4705,My name is MASK.,698,1,Sigurd Njerve,Si ##gu ##rd N ##jer ##ve,0.7861049771308899
4706,My name is MASK.,699,0,Robert Pferdmenges,Robert P ##fer ##d ##men,0.8654658198356628
4707,My name is MASK.,699,1,Craig Brown,Craig Brown,0.9994262456893921
4708,My name is MASK.,700,0,Cody Graham,Cody Graham,0.9990848898887634
4709,My name is MASK.,700,1,Albert Ferrer,Albert Fe ##rrer,0.9994074702262878
4710,My name is MASK.,701,0,Erwin Puschner,Erwin P ##us ##ch ##ner,0.9953402280807495
4711,My name is MASK.,701,1,Guillaume Raoux,Guillaume Rao ##ux,0.9973103404045105
4712,My name is MASK.,702,0,Christopher Gozum,Christopher Go ##zu ##m,0.9447656273841858
4713,My name is MASK.,702,1,Diego Borrego,Diego Bo ##rre ##go,0.968876838684082
4714,My name is MASK.,703,0,Jackie Kelso,Jackie Ke ##ls ##o,0.9926192760467529
4715,My name is MASK.,703,1,Rui Madeira,R ##ui Made ##ira,0.9024016857147217
4716,My name is MASK.,704,0,Giacomo Narizzano,Giacomo Na ##riz ##zano,0.9920274019241333
4717,My name is MASK.,704,1,"""Troy OLeary""",Troy O ##L ##ear ##y,0.9632511138916016
4718,My name is MASK.,705,0,Chang Chanchiu,Chang Chan ##chi,0.9932884573936462
4719,My name is MASK.,705,1,Tim Guldimann,Tim G ##uld ##iman,0.9989120364189148
