,context_sentence,pair_ID,is_in_train,name,output_name,score
857,MASK,428,1,Gary Lauck,Gary Lau ##ck,0.968449592590332
858,MASK,429,0,Kenichiro Meta,Ken ##ichi ##ro Met ##a,0.9774590730667114
859,MASK,429,1,Carl Mason,Carl Mason,0.9988363981246948
860,MASK,430,0,Sangita Basnet,Sang ##ita Ba ##s ##net,0.9786626100540161
861,MASK,430,1,Dieter Eilts,Diet ##er E ##ilt ##s,0.9500762820243835
862,MASK,431,0,Isaac Gassman,Isaac Gas ##sman,0.9948134422302246
863,MASK,431,1,Franco Baresi,Franco Bar ##esi,0.972612202167511
864,MASK,432,0,Pressoir Michael,Press ##oir Michael,0.7145721316337585
865,MASK,432,1,Francis Agyepong,Francis A ##gy ##ep ##ong,0.9932355880737305
866,MASK,433,0,Kevin Bown,Kevin Bow ##n,0.9848856925964355
867,MASK,433,1,Sarah Thorsett,Sarah Thor ##sett,0.9985571503639221
868,MASK,434,0,Leslie C. Smith,Leslie C . Smith,0.8432813286781311
869,MASK,434,1,Edwin van der Sar,Edwin van der Sa ##r,0.9609807729721069
870,MASK,435,0,Rohan David Peel Blacker,R ##oh ##an David Peel Black,0.791022539138794
871,MASK,435,1,Wally Joyner,Wally Joy ##ner,0.9866785407066345
872,MASK,436,0,Freiin Sophie Wilhelmine von und zu Irmtraut,Sophie Wilhelm ##ine von und zu I ##rm ##ut,0.8008316159248352
873,MASK,436,1,Mark Knowles,Mark Knowles,0.9987602829933167
874,MASK,437,0,Afsaneh Karimi,A ##fs ##ane ##h Ka ##rim ##i,0.8439620733261108
875,MASK,437,1,Stefaan De Clerck,St ##ef ##aan De C ##ler ##ck,0.9485217332839966
876,MASK,438,0,Johan Schåltz,Johan Sc ##h ##å ##ltz,0.9930211901664734
877,MASK,438,1,Christina Singer,Christina Singer,0.9988160729408264
878,MASK,439,0,Lauren Hemp,Lauren He ##mp,0.9738207459449768
879,MASK,439,1,Mark Hutton,Mark Hutton,0.9989333152770996
880,MASK,440,0,Emil Silberstein,Emil Si ##l ##bers ##tein,0.9693085551261902
881,MASK,440,1,Mario Jardel,Mario J ##ard ##el,0.9947537183761597
882,MASK,441,0,Miki Weckström,Mi ##ki We ##cks ##tröm,0.9169744253158569
883,MASK,441,1,Pieter Hendriks,Pieter He ##nd ##rik ##s,0.993491530418396
884,MASK,442,0,Marcel J. J. Geijsberts,Marcel J . J . G ##ei ##j ##s ##bert ##s,0.916846513748169
885,MASK,442,1,Amy Frazier,Amy Fr ##azi ##er,0.9845699071884155
886,MASK,443,0,Raphaël P Martins,Rap ##ha ##ël P Martins,0.9733209609985352
887,MASK,443,1,Johan de Kock,Johan de Ko ##ck,0.9907636046409607
888,MASK,444,0,Petr Dujka,Pet ##r Du ##jk ##a,0.979960560798645
889,MASK,444,1,Ally McCoist,Ally M ##c ##C ##ois ##t,0.7535595297813416
890,MASK,445,0,Kyle Maurer,Kyle Ma ##urer,0.9559314250946045
891,MASK,445,1,Murphy Jensen,Murphy Jensen,0.9982975721359253
892,MASK,446,0,Soekardjo Diran,So ##eka ##rd ##jo Di ##ran,0.7829144597053528
893,MASK,446,1,Rafael Palmeiro,Rafael Palm ##eiro,0.996178150177002
894,MASK,447,0,Bystrík Dolník,By ##st ##r ##ík Do ##ln ##ík,0.8184112906455994
895,MASK,447,1,John Smiley,John Smile ##y,0.9884961247444153
896,MASK,448,0,Bogan Mark,Bo ##gan Mark,0.8457214832305908
897,MASK,448,1,Dirk Coetzee,Dirk Co ##et ##zee,0.9766746759414673
898,MASK,449,0,DeWitt S. Williams,De ##W ##itt S . Williams,0.8470402359962463
899,MASK,449,1,Judith Arndt,Judith A ##rn ##dt,0.9965915679931641
900,MASK,450,0,Mary Duggan Philbin,Mary Du ##gg ##an Phil ##bin,0.9745109677314758
901,MASK,450,1,Dai Houying,Dai Ho ##uy ##ing,0.8251574039459229
902,MASK,451,0,Ichiro Kawachi,I ##chi ##ro Ka ##wa ##chi,0.9295926690101624
903,MASK,451,1,Ieng Sary,I ##eng Sa ##ry,0.9322817921638489
904,MASK,452,0,Ivan Desyatov,Ivan Des ##ya ##tov,0.9410144090652466
905,MASK,452,1,Butch Harmon,Butch Ha ##rmon,0.9946669936180115
906,MASK,453,0,Serhiy Bashtan,Ser ##hi ##y Ba ##sh ##tan,0.9547014832496643
907,MASK,453,1,Lloyd Bentsen,Lloyd Ben ##ts ##en,0.925961971282959
908,MASK,454,0,Bogdan Nilus,Bo ##g ##dan Ni ##lus,0.952723503112793
909,MASK,454,1,Christopher Wreh,Christopher W ##re ##h,0.9903866052627563
910,MASK,455,0,Roy Madsen,Roy Mad ##sen,0.9971963763237
911,MASK,455,1,Don Wengert,Don Wen ##ger,0.8992249965667725
912,MASK,456,0,Hope Elizabeth Hancock,Hope Elizabeth Hancock,0.9849022030830383
913,MASK,456,1,Anita Gradin,Anita G ##rad ##in,0.8927896022796631
914,MASK,457,0,George Clinton Swallow,George Clinton S ##wall ##ow,0.7962013483047485
915,MASK,457,1,Arnaud Boetsch,A ##rna ##ud Bo ##ets ##ch,0.8889678120613098
916,MASK,458,0,Volrad II.  von Mansfeld,Vol ##rad II . von Mans ##feld,0.8523225784301758
917,MASK,458,1,Pol Pot,Pol Po ##t,0.7577826976776123
918,MASK,459,0,George Culliford,George C ##ull ##if ##ord,0.8727855682373047
919,MASK,459,1,Roger Clemens,Roger C ##lem ##ens,0.9967613816261292
920,MASK,460,0,Herty Bigi,Her ##ty Big ##i,0.9803956747055054
921,MASK,460,1,David Byas,David By ##as,0.9896556735038757
922,MASK,461,0,Emmanuel Gay,Emmanuel Gay,0.999009370803833
923,MASK,461,1,Gilbert Agius,Gilbert A ##gi ##us,0.994796633720398
924,MASK,462,0,Frederick J. Warren,Frederick J . Warren,0.8666046857833862
925,MASK,462,1,Berti Vogts,Bert ##i V ##og ##ts,0.9631369709968567
926,MASK,463,0,Fahad Saleem,F ##ah ##ad Sale ##em,0.9788807034492493
927,MASK,463,1,Scott Russell,Scott Russell,0.9982997179031372
928,MASK,464,0,Robert von Leslie,Robert von Leslie,0.9929816722869873
929,MASK,464,1,Alexandra Fusai,Alexandra Fu ##sai,0.995441734790802
930,MASK,465,0,Hak Chul Jang,Ha ##k Chu ##l Jang,0.6645752787590027
931,MASK,465,1,Anders Haglund,Anders Ha ##g ##lund,0.9856229424476624
932,MASK,466,0,Józef Turnau,J ##ó ##zef Turn ##au,0.9581533670425415
933,MASK,466,1,Peter Martin,Peter Martin,0.9990158081054688
934,MASK,467,0,Neil Patrick Simpson,Neil Patrick Simpson,0.9979535937309265
935,MASK,467,1,Ernie Els,Ernie El ##s,0.9733077883720398
936,MASK,468,0,Laurence Caillet-Meyer,Laurence C ##ail ##let - Meyer,0.9861605763435364
937,MASK,468,1,Damon Hill,Damon Hill,0.9969483017921448
938,MASK,469,0,Mark Prytyskach,Mark P ##ry ##ty ##ska ##ch,0.9427840113639832
939,MASK,469,1,Andrea Gaudenzi,Andrea G ##aud ##en ##zi,0.9509649276733398
940,MASK,470,0,Marco Diomede,Marco Di ##ome ##de,0.9941900372505188
941,MASK,470,1,Amr Moussa,Am ##r Mo ##uss ##a,0.955303966999054
942,MASK,471,0,Beatrice Scheubel,Beatrice Sc ##he ##ube ##l,0.946489155292511
943,MASK,471,1,Virna De Angeli,V ##irn ##a De Angel ##i,0.8746922016143799
944,MASK,472,0,Marian Oldfather Boner,Marian Old ##father Bone,0.9710334539413452
945,MASK,472,1,Jalal Talabani,J ##ala ##l Ta ##la ##ban ##i,0.8936504125595093
946,MASK,473,0,Lori L Holt,Lori L Holt,0.9920538067817688
947,MASK,473,1,Pat Manson,Pat Manson,0.9975074529647827
948,MASK,474,0,Ann Gillie,Ann Gill ##ie,0.9965165257453918
949,MASK,474,1,Juliet Cuthbert,Juliet Cuthbert,0.9903879165649414
950,MASK,475,0,Josefa Dimuri,Josef ##a Di ##mu ##ri,0.9812215566635132
951,MASK,475,1,Rika Hiraki,R ##ika Hi ##rak ##i,0.8573477864265442
952,MASK,476,0,Stella Stabouli,Stella St ##ab ##ou ##li,0.8141065835952759
953,MASK,476,1,Filip Dewulf,Fi ##lip De ##wu ##lf,0.9793367385864258
954,MASK,477,0,Teófilo Lespés,Te ##ó ##fi ##lo Les ##p ##és,0.8490680456161499
955,MASK,477,1,Jens Todt,Jen ##s To ##dt,0.979248583316803
956,MASK,478,0,Case of Jesse Koochin,Jesse Ko ##och ##in,0.9077033996582031
957,MASK,478,1,Ellina Zvereva,El ##lina Z ##vere ##va,0.9511822462081909
958,MASK,479,0,Jean-Guy Roy,Jean - Guy Roy,0.9527155160903931
959,MASK,479,1,Alex Arias,Alex Aria ##s,0.9967285990715027
960,MASK,480,0,Chase S Linsley,Chase S Lin ##sley,0.8361887335777283
961,MASK,480,1,Simon Brown,Simon Brown,0.9990013837814331
962,MASK,481,0,Thomas H. Cook,Thomas H . Cook,0.8490681648254395
963,MASK,481,1,Waqar Younis,W ##aq ##ar You ##nis,0.9678052663803101
964,MASK,482,0,Kevin Aylward,Kevin A ##yl ##ward,0.9689676761627197
965,MASK,482,1,Martin Heath,Martin Heath,0.9986567497253418
966,MASK,483,0,Ted Kurahara,Ted Ku ##rah ##ara,0.964564323425293
967,MASK,483,1,Naoko Sawamatsu,Na ##oko Saw ##ama ##tsu,0.9080560803413391
968,MASK,484,0,Sébastien Janel,S ##é ##bas ##tien Jane ##l,0.8399953246116638
969,MASK,484,1,Karim Alami,Ka ##rim Al ##ami,0.9645309448242188
970,MASK,485,0,Kyaw Hla Aung,K ##ya H ##la Au,0.6967324018478394
971,MASK,485,1,P.V. Krishnamoorthy,P V . Krishna ##moor ##thy,0.7909210324287415
972,MASK,486,0,Priscilla Maciel Quatrin,P ##ris ##cilla Mac ##iel Q ##ua ##tri ##n,0.7148534059524536
973,MASK,486,1,Jacob Brumfield,Jacob B ##rum ##field,0.9699937701225281
974,MASK,487,0,Erin M van Buel,Erin M van B ##uel,0.9789735674858093
975,MASK,487,1,Matt Stairs,Matt St ##air ##s,0.9792308807373047
976,MASK,488,0,Charles Hay Wodehouse,Charles Hay W ##ode ##house,0.9198803901672363
977,MASK,488,1,Yelena Gulyayeva,Ye ##lena G ##ul ##ya ##yev ##a,0.8964219093322754
978,MASK,489,0,Gemma Reverter-Branchat,Gemma Rev ##ert ##er Branch ##at,0.9430230259895325
979,MASK,489,1,Rory Underwood,Rory Underwood,0.9991054534912109
980,MASK,490,0,Maria Josefa Urretavizcaya Arraztio,Maria Josef ##a U ##rre ##ta ##vi ##z ##ca ##ya A ##rra ##z ##ti ##o,0.8413780331611633
981,MASK,490,1,A. Wells,A . Wells,0.8134508728981018
982,MASK,491,0,Peter Rahn,Peter Ra ##hn,0.9944327473640442
983,MASK,491,1,Jason McAteer,Jason M ##c ##A ##tee ##r,0.9678433537483215
984,MASK,492,0,Pedro Alexandre Guimarães Lobo Ferrei Souto,Pedro Alexandre G ##ui ##mar ##ã ##es Lo ##bo Fe ##rre ##i So ##uto,0.9351911544799805
985,MASK,492,1,Domingos Oliveira,Domingo ##s Oliveira,0.9725568890571594
986,MASK,493,0,Heike Tappe,He ##ike Ta ##ppe,0.8792828321456909
987,MASK,493,1,Paul Strang,Paul St ##rang,0.994642436504364
988,MASK,494,0,Katja Kullmann,Kat ##ja Ku ##ll ##mann,0.9461668133735657
989,MASK,494,1,Torrance Zellner,Tor ##rance Z ##ell ##ner,0.9786788821220398
990,MASK,495,0,Maria Jaensson,Maria J ##aen ##sson,0.9950767755508423
991,MASK,495,1,Frank de Boer,Frank de Boer,0.9984960556030273
992,MASK,496,0,Luis K Ono,Luis K On ##o,0.9748044013977051
993,MASK,496,1,Christian Ziege,Christian Z ##ie ##ge,0.9884098768234253
994,MASK,497,0,Thomas S Murray,Thomas S Murray,0.9830837249755859
995,MASK,497,1,Frankie Fredericks,Frankie Frederick ##s,0.9757692217826843
996,MASK,498,0,John de Odyngseles,John de O ##dy ##ng ##sel ##es,0.8614506125450134
997,MASK,498,1,Ronan Rafferty,Ronan Ra ##ffer ##ty,0.988742470741272
998,MASK,499,0,Vassilis Golfinopoulos,V ##ass ##ilis Golf ##ino ##po ##ulos,0.9342654347419739
999,MASK,499,1,Nicole Bradtke,Nicole Brad ##t ##ke,0.9597370624542236
1000,MASK,500,0,Sebastián Gutiérrez,Se ##bas ##ti ##án G ##uti ##é ##rre ##z,0.8306806087493896
1001,MASK,500,1,Ian Healy,Ian He ##aly,0.9956504702568054
1002,MASK,501,0,Ernst Preger,Ernst Pre ##ger,0.9956572651863098
1003,MASK,501,1,Ben Ellwood,Ben El ##l ##wood,0.990959882736206
1004,MASK,502,0,Kennedy Goss,Kennedy Go ##ss,0.9604732990264893
1005,MASK,502,1,Rahul Dravid,Ra ##hul Dr ##avi ##d,0.9105903506278992
1006,MASK,503,0,Jim McIver,Jim M ##c ##I ##ver,0.9518769383430481
1007,MASK,503,1,Rickey Henderson,Rick ##ey Henderson,0.9527420401573181
1008,MASK,504,0,Panagiotis Efstratiadis,Pan ##agi ##ot ##is E ##fs ##tra ##tia ##dis,0.94453364610672
1009,MASK,504,1,Ivan Rodriguez,Ivan Rodriguez,0.998809278011322
1010,MASK,505,0,Lorne J. Violette,Lo ##rne J . Violet ##te,0.8932148814201355
1011,MASK,505,1,Andrei Tchmil,Andrei T ##ch ##mi ##l,0.972303569316864
1012,MASK,506,0,Qinhan Li,Qin ##han Li,0.9055854678153992
1013,MASK,506,1,Servais Knaven,Ser ##va ##is K ##na ##ven,0.9150832295417786
1014,MASK,507,0,Rabab Ashour,Ra ##ba ##b Ash ##our,0.9078599810600281
1015,MASK,507,1,John Talen,John Tale ##n,0.9764401912689209
1016,MASK,508,0,Christoph Samuel Denzel,Christoph Samuel Den ##zel,0.9973947405815125
1017,MASK,508,1,Patrice Loko,Pat ##rice Lok ##o,0.9811386466026306
1018,MASK,509,0,Brandon deWilde,Brandon de ##W ##ilde,0.9972125291824341
1019,MASK,509,1,Erik Dekker,Erik De ##kker,0.9982762336730957
1020,MASK,510,0,John A. Moon,John A . Moon,0.8471372127532959
1021,MASK,510,1,Sally Boyden,Sally Boyd ##en,0.9670941829681396
1022,MASK,511,0,Aldo Bergamini,Al ##do Berg ##ami ##ni,0.9651889801025391
1023,MASK,511,1,Richey Reneberg,Rich ##ey Rene ##berg,0.9829941391944885
1024,MASK,512,0,Antoine Brizard,Antoine B ##riz ##ard,0.9976245164871216
1025,MASK,512,1,John McNamara,John M ##c ##N ##ama ##ra,0.8455100655555725
1026,MASK,513,0,Vratislav Podzimek,V ##rat ##islav Po ##d ##zi ##me ##k,0.9443655610084534
1027,MASK,513,1,Bart Voskamp,Bart V ##os ##ka ##mp,0.9355759620666504
1028,MASK,514,0,Karl Anton Rösler,Karl Anton R ##ö ##sler,0.9846628308296204
1029,MASK,514,1,Wayne Ferreira,Wayne Fe ##rre ##ira,0.9932874441146851
1030,MASK,515,0,Arthur W. Bartels,Arthur W . Bart ##els,0.9022841453552246
1031,MASK,515,1,Joyce Liu,Joyce Liu,0.9984952211380005
1032,MASK,516,0,Anastasia Kotronarou,Anastasia Ko ##tron ##aro ##u,0.9483307003974915
1033,MASK,516,1,Kevin Kim,Kevin Kim,0.9986374378204346
1034,MASK,517,0,Wu Yuezong,Wu Yu ##ez ##ong,0.7752415537834167
1035,MASK,517,1,Allan Wells,Allan Wells,0.9992231130599976
1036,MASK,518,0,Lou Carnesecca,Lou Car ##nese ##cca,0.9089434742927551
1037,MASK,518,1,Glyn Davies,G ##lyn Davies,0.9036917686462402
1038,MASK,519,0,Charles Kitchell Gardner,Charles Kit ##chel ##l Gardner,0.9765722155570984
1039,MASK,519,1,Klaus Kinkel,Klaus Ki ##nk ##el,0.9781259298324585
1040,MASK,520,0,Darnell Cowart,Dar ##nell Co ##wart,0.9931038022041321
1041,MASK,520,1,Jane Chi,Jane Chi,0.9974935054779053
1042,MASK,521,0,Nerio Enrique Gonzalez Morales,N ##eri ##o Enrique Gonzalez Morales,0.949519157409668
1043,MASK,521,1,Neil Hodgson,Neil Ho ##dgson,0.9990796446800232
1044,MASK,522,0,Tsjibbe Gearts van der Meulen,T ##s ##ji ##bbe Gear ##ts van der Me ##ule ##n,0.8167681097984314
1045,MASK,522,1,Richard Finn,Richard Finn,0.9992163181304932
1046,MASK,523,0,Adolfo Lionel Sevilla,Adolf ##o Lionel Se ##villa,0.944721519947052
1047,MASK,523,1,Kenny Dalglish,Kenny Dal ##gli ##sh,0.961479127407074
1048,MASK,524,0,John Neill Malcolm,John Neill Malcolm,0.9972823262214661
1049,MASK,524,1,Robert Mugabe,Robert Mu ##ga ##be,0.9265766143798828
1050,MASK,525,0,Alari Lell,Al ##ari Le ##ll,0.9139761328697205
1051,MASK,525,1,Sandon Stolle,Sand ##on St ##oll ##e,0.9659412503242493
1052,MASK,526,0,Alexander Bowen,Alexander Bowen,0.9971550703048706
1053,MASK,526,1,Anna Knoroz,Anna K ##nor ##oz,0.9230031371116638
1054,MASK,527,0,Sergei Glavatskih,Sergei G ##lava ##tsk ##ih,0.9270150065422058
1055,MASK,527,1,John Boles,John Bo ##les,0.9942525029182434
1056,MASK,528,0,Jorge Alvar Ezquerra,Jorge Al ##var E ##z ##quer ##ra,0.9762912392616272
1057,MASK,528,1,Paul Koech,Paul Ko ##ech,0.8582060933113098
1058,MASK,529,0,Anil Kanwat,An ##il Ka ##n ##wat,0.9097540974617004
1059,MASK,529,1,Paula Radcliffe,Paula Radcliffe,0.9982296824455261
1060,MASK,530,0,Aline Rogéria Freire de Castilho,Ali ##ne R ##og ##é ##ria Fr ##ei ##re de Cast ##il ##ho,0.7056677341461182
1061,MASK,530,1,Geoff Marsh,Geoff Marsh,0.9992192983627319
1062,MASK,531,0,Clara Ernst,Clara Ernst,0.9975426197052002
1063,MASK,531,1,Andrew Symonds,Andrew S ##ym ##ond ##s,0.9747446179389954
1064,MASK,532,0,Martin Husbands,Martin Hu ##sband,0.9864273071289062
1065,MASK,532,1,Ove Sellberg,O ##ve Se ##ll ##berg,0.9828136563301086
1066,MASK,533,0,Mark J W van der Oest,Mark J W van der O ##est,0.9291378259658813
1067,MASK,533,1,Brian Currin,Brian C ##ur ##rin,0.9508829116821289
1068,MASK,534,0,Pierre Idjouadiène,Pierre I ##d ##jou ##adi ##ène,0.9833598732948303
1069,MASK,534,1,Petr Korda,Pet ##r Ko ##rda,0.9580085873603821
1070,MASK,535,0,Eloïse Claude,El ##o ##ï ##se Claude,0.8106706738471985
1071,MASK,535,1,Ousmane Kaba,O ##us ##man ##e Ka ##ba,0.9580836296081543
1072,MASK,536,0,Eduard Zahariev,Eduard Z ##ah ##ari ##ev,0.9794241189956665
1073,MASK,536,1,Scott Brosius,Scott Bros ##ius,0.9920675158500671
1074,MASK,537,0,Huong Q Tran,Hu ##ong Q T ##ran,0.4744289517402649
1075,MASK,537,1,Jimi Hendrix,Jim ##i Hendrix,0.9280123710632324
1076,MASK,538,0,Ruben Machado,R ##uben Mac ##had ##o,0.9730372428894043
1077,MASK,538,1,Pat Cash,Pat Cash,0.9974742531776428
1078,MASK,539,0,Renate Laux,Ren ##ate Lau ##x,0.9337496757507324
1079,MASK,539,1,Andruw Jones,And ##ru ##w Jones,0.8131847381591797
1080,MASK,540,0,Leon B. Rideout,Leon B . Ride ##out,0.9014121890068054
1081,MASK,540,1,Greg Gagne,Greg G ##ag ##ne,0.9440394043922424
1082,MASK,541,0,Marta Abengózar,Marta Abe ##ng ##ó ##zar,0.9575952291488647
1083,MASK,541,1,Janet Reno,Janet Reno,0.9985758066177368
1084,MASK,542,0,Agnieszka Kubik-Komar,A ##gni ##es ##z ##ka Ku ##bi ##k Ko ##mar,0.8758268356323242
1085,MASK,542,1,Helmut Kohl,Helmut Ko ##hl,0.981772243976593
1086,MASK,543,0,Philipp Möhring,Philipp M ##ö ##hr ##ing,0.9157096147537231
1087,MASK,543,1,Robert Casey,Robert Casey,0.9988613724708557
1088,MASK,544,0,Haoyang Lu,Ha ##oya ##ng Lu,0.6438652873039246
1089,MASK,544,1,Francesca Lubiani,Francesca Lu ##bian ##i,0.9473341703414917
1090,MASK,545,0,Patrick Kenis,Patrick Ken ##is,0.9956679940223694
1091,MASK,545,1,Ellis Burks,Ellis B ##ur ##ks,0.9335359334945679
1092,MASK,546,0,Antoni Rodziewicz-Bielewicz,Anton ##i Rod ##zie ##wicz B ##iel ##ew ##icz,0.7754263281822205
1093,MASK,546,1,Edna Fernandes,Edna Fe ##rna ##ndes,0.9186272621154785
1094,MASK,547,0,Muklesur Rahman,Mu ##kles ##ur Rahman,0.7835407853126526
1095,MASK,547,1,Tom Kiernan,Tom Ki ##ern ##an,0.9795902967453003
1096,MASK,548,0,Roger William Tobias Chance,Roger William Tobias Chance,0.9936198592185974
1097,MASK,548,1,Patricia Smith,Patricia Smith,0.9982252717018127
1098,MASK,549,0,Jürgen Von Mahs,J ##ü ##rgen Von Ma ##hs,0.9174361824989319
1099,MASK,549,1,Aslan Maskhadov,As ##lan Mask ##had ##ov,0.9594436883926392
1100,MASK,550,0,Hsien-San Tseng,H ##sie San T ##g,0.5907474160194397
1101,MASK,550,1,Gianluca Pozzi,G ##ian ##lu ##ca Po ##zzi,0.9246551394462585
1102,MASK,551,0,Vladimir Konstantinovich Kartashov,Vladimir Konstantin ##ovich Ka ##rta ##sh ##ov,0.8945209383964539
1103,MASK,551,1,Ruben Kruger,R ##uben K ##rug ##er,0.972070038318634
1104,MASK,552,0,Gregory M Cwikla,Gregory M C ##wi ##kla,0.9627159237861633
1105,MASK,552,1,Ian Mackie,Ian Mack ##ie,0.9956309199333191
1106,MASK,553,0,Andreas L Wierschen,Andreas L W ##iers ##chen,0.9869874715805054
1107,MASK,553,1,Dimitris Reppas,Dimitri ##s Rep ##pas,0.9910579919815063
1108,MASK,554,0,Yu-Hong Min,Yu Hong Min,0.9360362887382507
1109,MASK,554,1,Pang Chen,Pan ##g Chen,0.8440961241722107
1110,MASK,555,0,Graeme Porter,Graeme Porter,0.9992727637290955
1111,MASK,555,1,Jean-Marc Gounon,Jean - Marc Go ##uno ##n,0.9659605026245117
1112,MASK,556,0,Marie Scheiner,Marie Sc ##hein ##er,0.9274094700813293
1113,MASK,556,1,David Wheaton,David W ##heat ##on,0.9969755411148071
1114,MASK,557,0,Carey Shipley,Carey Ship ##ley,0.9907484650611877
1115,MASK,557,1,Alfred Sant,Alfred Sant,0.9989092350006104
1116,MASK,558,0,Warren Cromartie,Warren C ##roma ##rt ##ie,0.8602263331413269
1117,MASK,558,1,Ian Botham,Ian Both ##am,0.9942417144775391
1118,MASK,559,0,Kamal Brik,Kamal B ##rik,0.937030553817749
1119,MASK,559,1,Nick Faldo,Nick F ##aldo,0.9957264065742493
1120,MASK,560,0,Syed Abdul Rehman Jilani Dehlvi,Syed Abdul Re ##hman Ji ##lani De ##hl ##vi,0.907129168510437
1121,MASK,560,1,Julie Lejeune,Julie Le ##je ##une,0.9946061372756958
1122,MASK,561,0,Frida Marie Ugstad,Fr ##ida Marie U ##gs ##tad,0.9481332898139954
1123,MASK,561,1,Lance Armstrong,Lance Armstrong,0.9977307319641113
1124,MASK,562,0,Henry Edward James Curzon,Henry Edward James C ##ur ##zon,0.9454736113548279
1125,MASK,562,1,Jimy Szymanski,Jim ##y S ##zy ##mans ##ki,0.9760355949401855
1126,MASK,563,0,Max von Kueenburg,Max von Ku ##een ##burg,0.9471443295478821
1127,MASK,563,1,Ivan Garcia,Ivan Garcia,0.9989826083183289
1128,MASK,564,0,Mick Prendergast,Mick Pre ##nder ##gas ##t,0.8939056396484375
1129,MASK,564,1,Horst Siegl,Ho ##rst Si ##eg ##l,0.9390799403190613
1130,MASK,565,0,Elizabeth Watson Russell Lord,Elizabeth Watson Russell Lord,0.837323009967804
1131,MASK,565,1,Blair Larsen,Blair Larsen,0.9989604949951172
1132,MASK,566,0,Lawrence K. Forbes,Lawrence K . Forbes,0.864453136920929
1133,MASK,566,1,Oliver Bierhoff,Oliver B ##ier ##hoff,0.9933159947395325
1134,MASK,567,0,Dániel Máté Pál,D ##án ##iel M ##á ##té P ##á ##l,0.9048945903778076
1135,MASK,567,1,Annett Neumann,Anne ##tt Neumann,0.9804790616035461
1136,MASK,568,0,Ida Stuberg,Ida St ##ube ##rg,0.8029037714004517
1137,MASK,568,1,Juan Carlos,Juan Carlos,0.966734766960144
1138,MASK,569,0,Nurkholis M,N ##ur ##kh ##olis,0.8844946622848511
1139,MASK,569,1,Melanie Schnell,Melanie Sc ##hn ##ell,0.9782882332801819
1140,MASK,570,0,Alexander Kovshov,Alexander Ko ##v ##sh ##ov,0.897137463092804
1141,MASK,570,1,Donovan Bailey,Donovan Bailey,0.9988768696784973
1142,MASK,571,0,Metod Dolenc,Met ##od Do ##len ##c,0.8911606073379517
1143,MASK,571,1,Dimitris Kontogiannis,Dimitri ##s Ko ##nto ##gia ##nn ##is,0.965272068977356
1144,MASK,572,0,Nicholas,Nicholas,0.9930468201637268
1145,MASK,572,1,Omar Bongo,Omar Bon ##go,0.9949424862861633
1146,MASK,573,0,Tali Weiss,Ta ##li Weiss,0.8600590825080872
1147,MASK,573,1,Ron Wright,Ron Wright,0.9986013174057007
1148,MASK,574,0,Woodrow Hartzog,Woodrow Hart ##zo ##g,0.9291371703147888
1149,MASK,574,1,Damion Easley,Dam ##ion E ##as ##ley,0.9802970886230469
1150,MASK,575,0,Louis Vuylsteke,Louis V ##uy ##ls ##te ##ke,0.9891981482505798
1151,MASK,575,1,Ken Griffey Jr,Ken G ##riff ##ey Jr,0.8870096206665039
1152,MASK,576,0,William Bruce Slayter,William Bruce S ##lay ##ter,0.9548848271369934
1153,MASK,576,1,Bob Willis,Bob Willis,0.9986633062362671
1154,MASK,577,0,Friedrich von Specht,Friedrich von S ##pec ##ht,0.9651772379875183
1155,MASK,577,1,Peter Munk,Peter Mu ##nk,0.9940428733825684
1156,MASK,578,0,Willemien Min,Willem ##ien Min,0.96527498960495
1157,MASK,578,1,Marc Rosset,Marc Ross ##et,0.9972838759422302
1158,MASK,579,0,Pere Tobaruela,Per ##e To ##bar ##uel ##a,0.9060274958610535
1159,MASK,579,1,Costantino Rocca,Costa ##ntino R ##oc ##ca,0.978890597820282
1160,MASK,580,0,Birgit Wiedel Weidinger,B ##ir ##git W ##ied ##el Wei,0.8654068112373352
1161,MASK,580,1,Jonathan Birt,Jonathan B ##irt,0.9977979063987732
1162,MASK,581,0,Christian Arnould,Christian A ##rno ##uld,0.9968564510345459
1163,MASK,581,1,Johnny Bench,Johnny Ben ##ch,0.9973657131195068
1164,MASK,582,0,Friedrich von Hippel,Friedrich von Hip ##pel,0.9660207033157349
1165,MASK,582,1,Chanda Rubin,Chan ##da Rubin,0.946932852268219
1166,MASK,583,0,René Azcárraga Casados,René A ##z ##c ##á ##rra ##ga Casa ##dos,0.9024510979652405
1167,MASK,583,1,Gjon Buzuku,G ##jon B ##uz ##uku,0.8696870803833008
1168,MASK,584,0,Richard Baxter Molesworth,Richard Baxter Mo ##les ##worth,0.9834470748901367
1169,MASK,584,1,John Simon,John Simon,0.9984266757965088
1170,MASK,585,0,Silvia Favento,Si ##l ##via F ##aven ##to,0.8360140323638916
1171,MASK,585,1,Allan Donald,Allan Donald,0.9988611340522766
1172,MASK,586,0,Leonel Olmedo,Leone ##l O ##lm ##ed ##o,0.98076993227005
1173,MASK,586,1,Oliver Ludwig,Oliver Ludwig,0.9983714818954468
1174,MASK,587,0,Dorothy Fortenberry,Dorothy Fort ##en ##berry,0.9778368473052979
1175,MASK,587,1,Michael Slater,Michael Slater,0.9991662502288818
1176,MASK,588,0,Yang Qinghe,Yang Qing ##he,0.8074492812156677
